ID,NAME,LEVEL,ICON,CHAT_LINK
70,Mighty Studded Coat,0,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,[&AgFGAAAA]
71,Mighty Worn Chain Greaves,6,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgFHAAAA]
72,Berserker's Sneakthief Mask of the Afflicted,62,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFIAAAA]
73,Berserker's Sneakthief Mask of Dwayna,70,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFJAAAA]
74,Mighty Worn Chain Greaves,11,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgFKAAAA]
75,Berserker's Sneakthief Mask of Strength,78,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFLAAAA]
76,Berserker's Seer Coat of the Flame Legion,62,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFMAAAA]
77,Mighty Studded Coat,0,https://render.guildwars2.com/file/5050F9A0AAA5324F0501B7944876F0FA29DCEB97/61008.png,[&AgFNAAAA]
78,Strong Worn Scale Boots,46,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgFOAAAA]
79,Berserker's Seer Coat of the Traveler,70,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFPAAAA]
80,Nika's Mask,80,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFQAAAA]
81,Mighty Studded Boots,0,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,[&AgFRAAAA]
82,Berserker's Seer Coat of the Afflicted,78,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFSAAAA]
83,Strong Worn Scale Boots,51,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgFTAAAA]
84,Zhed's Coat,80,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFUAAAA]
85,Carrion Seer Coat of Rage,63,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFVAAAA]
86,Carrion Sneakthief Mask of Grenth,63,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFWAAAA]
87,Strong Worn Scale Boots,56,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgFXAAAA]
88,Carrion Seer Coat of the Centaur,71,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFYAAAA]
89,Carrion Sneakthief Mask of Balthazar,71,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFZAAAA]
90,Berserker's Reinforced Scale Boots,61,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,[&AgFaAAAA]
91,Carrion Seer Coat of the Afflicted,79,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFbAAAA]
92,Carrion Sneakthief Mask of the Flame Legion,79,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFcAAAA]
93,Shiro's Mask,80,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFdAAAA]
94,Ogden's Coat,80,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFeAAAA]
95,Berserker's Reinforced Scale Boots,66,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,[&AgFfAAAA]
96,Rampager's Sneakthief Mask of the Citadel,64,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFgAAAA]
97,Rampager's Seer Coat of the Traveler,64,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFhAAAA]
98,Berserker's Reinforced Scale Boots,71,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,[&AgFiAAAA]
99,Mighty Studded Boots,0,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,[&AgFjAAAA]
100,Rampager's Seer Coat of Divinity,72,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFkAAAA]
101,Rampager's Sneakthief Mask of the Traveler,72,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFlAAAA]
102,Berserker's Reinforced Scale Boots,76,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,[&AgFmAAAA]
103,Aidan's Mask,80,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFnAAAA]
104,Norgu's Coat,80,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFoAAAA]
105,Shaman's Seer Coat of the Flame Legion,65,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFpAAAA]
106,Berserker's Sneakthief Coat of the Dolyak,62,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgFqAAAA]
107,Shaman's Sneakthief Mask of the Grove,65,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFrAAAA]
108,Shaman's Seer Coat of Divinity,73,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFsAAAA]
109,Shaman's Sneakthief Mask of Melandru,73,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFtAAAA]
110,Berserker's Reinforced Scale Boots,80,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,[&AgFuAAAA]
111,Tahlkora's Coat,80,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFvAAAA]
112,Berserker's Sneakthief Coat of the Centaur,70,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgFwAAAA]
113,Cleric's Seer Coat of the Eagle,66,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgFxAAAA]
114,Mighty Worn Chain Greaves,16,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgFyAAAA]
115,Reyna's Mask,80,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgFzAAAA]
116,Cleric's Sneakthief Mask of the Pack,66,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgF0AAAA]
117,Cleric's Seer Coat of the Afflicted,74,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgF1AAAA]
118,Mhenlo's Coat,80,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgF2AAAA]
119,Berserker's Sneakthief Coat of Vampirism,78,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgF3AAAA]
120,Strong Worn Chain Greaves,21,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgF4AAAA]
121,Cleric's Sneakthief Mask of Rage,74,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgF5AAAA]
122,Seer Coat of Rage,75,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgF6AAAA]
123,Zho's Mask,80,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgF7AAAA]
125,Nika's Coat,80,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgF9AAAA]
126,Strong Worn Chain Greaves,26,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgF+AAAA]
128,Berserker's Seer Coat of Rata Sum,76,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgGAAAAA]
129,Strong Worn Scale Boots,31,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgGBAAAA]
130,Errol's Mask,80,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgGCAAAA]
131,Khilbron's Coat,80,https://render.guildwars2.com/file/FB0AA64F98303AE5112408EF3DC8C7307EA118F8/61011.png,[&AgGDAAAA]
132,Mighty Country Coat,6,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGEAAAA]
133,Berserker's Sneakthief Mask of the Flame Legion,76,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgGFAAAA]
134,Strong Worn Scale Boots,36,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgGGAAAA]
135,Mighty Country Coat,11,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGHAAAA]
136,Vatlaaw's Mask,80,https://render.guildwars2.com/file/65A0C7367206E6CE4EC7C8CBE07EABAE0191BFBA/561548.png,[&AgGIAAAA]
137,Mighty Country Coat,16,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGJAAAA]
138,Mighty Swindler Mask,11,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGKAAAA]
139,Carrion Sneakthief Coat of Mercy,63,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgGLAAAA]
140,Strong Worn Scale Boots,41,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgGMAAAA]
141,Mighty Swindler Mask,16,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGNAAAA]
142,Precise Country Coat,7,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGOAAAA]
143,Carrion Sneakthief Coat of the Dolyak,71,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgGPAAAA]
144,Precise Country Coat,12,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGQAAAA]
145,Precise Swindler Mask,12,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGRAAAA]
146,Precise Country Coat,17,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGSAAAA]
147,Precise Swindler Mask,17,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGTAAAA]
148,Mighty Worn Chain Greaves,0,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgGUAAAA]
149,Vital Country Coat,8,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGVAAAA]
150,Vital Country Coat,13,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGWAAAA]
151,Carrion Sneakthief Coat of Hoelbrak,79,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgGXAAAA]
152,Precise Worn Chain Greaves,7,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgGYAAAA]
153,Vital Swindler Mask,13,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGZAAAA]
154,Vital Country Coat,18,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGaAAAA]
155,Shiro's Coat,80,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgGbAAAA]
156,Vital Swindler Mask,18,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGcAAAA]
157,Malign Country Coat,9,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGdAAAA]
158,Precise Worn Chain Greaves,12,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgGeAAAA]
159,Malign Swindler Mask,14,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGfAAAA]
160,Malign Swindler Mask,19,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGgAAAA]
161,Malign Country Coat,14,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGhAAAA]
162,Berserker's Sneakthief Sandals of the Dolyak,62,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,[&AgGiAAAA]
163,Malign Country Coat,19,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGjAAAA]
164,Precise Worn Chain Greaves,17,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgGkAAAA]
165,Strong Country Coat,21,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGlAAAA]
166,Strong Swindler Mask,21,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGmAAAA]
167,Ravaging Worn Chain Greaves,22,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgGnAAAA]
168,Rampager's Sneakthief Coat of the Pack,64,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgGoAAAA]
169,Strong Swindler Mask,26,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGpAAAA]
170,Strong Country Coat,26,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGqAAAA]
171,Berserker's Sneakthief Sandals of Dwayna,70,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,[&AgGrAAAA]
172,Strong Magician Coat,31,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgGsAAAA]
173,Strong Swindler Mask,31,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGtAAAA]
174,Strong Magician Coat,36,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgGuAAAA]
175,Ravaging Worn Chain Greaves,27,https://render.guildwars2.com/file/044D675DA29AFB786E32612D6B9141CA08D1EFEA/61009.png,[&AgGvAAAA]
176,Strong Swindler Mask,36,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGwAAAA]
177,Ravaging Country Coat,22,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgGxAAAA]
178,Rampager's Sneakthief Coat of Vampirism,72,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgGyAAAA]
179,Ravaging Swindler Mask,22,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgGzAAAA]
180,Ravaging Country Coat,27,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgG0AAAA]
181,Ravaging Worn Scale Boots,32,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgG1AAAA]
182,Ravaging Swindler Mask,27,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgG2AAAA]
183,Aidan's Coat,80,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgG3AAAA]
184,Ravaging Magician Coat,32,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgG4AAAA]
185,Ravaging Swindler Mask,32,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgG5AAAA]
186,Ravaging Magician Coat,37,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgG6AAAA]
187,Ravaging Worn Scale Boots,37,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgG7AAAA]
188,Berserker's Sneakthief Sandals of the Citadel,78,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,[&AgG8AAAA]
189,Ravaging Swindler Mask,37,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgG9AAAA]
190,Honed Country Coat,23,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgG+AAAA]
191,Shaman's Sneakthief Coat of the Centaur,65,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgG/AAAA]
192,Honed Country Coat,28,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgHAAAAA]
193,Ravaging Worn Scale Boots,42,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgHBAAAA]
194,Honed Swindler Mask,23,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHCAAAA]
195,Honed Magician Coat,33,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHDAAAA]
196,Shaman's Sneakthief Coat of the Centaur,73,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgHEAAAA]
197,Honed Swindler Mask,28,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHFAAAA]
198,Honed Magician Coat,38,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHGAAAA]
199,Ravaging Worn Scale Boots,47,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgHHAAAA]
200,Honed Swindler Mask,33,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHIAAAA]
201,Honed Swindler Mask,38,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHJAAAA]
202,Ravaging Country Coat,24,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgHKAAAA]
203,Reyna's Coat,80,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgHLAAAA]
204,Ravaging Country Coat,29,https://render.guildwars2.com/file/F03808FFE89B40044671EED2E427053B389BE0A1/61007.png,[&AgHMAAAA]
205,Ravaging Swindler Mask,24,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHNAAAA]
206,Ravaging Worn Scale Boots,52,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgHOAAAA]
207,Ravaging Magician Coat,34,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHPAAAA]
208,Nika's Boots,80,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,[&AgHQAAAA]
209,Ravaging Worn Scale Boots,57,https://render.guildwars2.com/file/9CD8B8786A6F047FD375A7E5301A52320AD60ACC/61012.png,[&AgHRAAAA]
210,Cleric's Sneakthief Coat of the Flame Legion,66,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgHSAAAA]
211,Ravaging Magician Coat,39,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHTAAAA]
212,Ravaging Swindler Mask,29,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHUAAAA]
213,Strong Magician Coat,41,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHVAAAA]
214,Ravaging Swindler Mask,34,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHWAAAA]
215,Carrion Reinforced Scale Boots,62,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,[&AgHXAAAA]
216,Cleric's Sneakthief Coat of Vampirism,74,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgHYAAAA]
217,Strong Magician Coat,46,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHZAAAA]
218,Ravaging Swindler Mask,39,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHaAAAA]
219,Strong Magician Coat,51,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHbAAAA]
220,Strong Swindler Mask,41,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHcAAAA]
221,Strong Magician Coat,56,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHdAAAA]
222,Carrion Reinforced Scale Boots,67,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,[&AgHeAAAA]
223,Zho's Coat,80,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgHfAAAA]
224,Strong Swindler Mask,46,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHgAAAA]
225,Ravaging Magician Coat,42,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHhAAAA]
226,Ravaging Magician Coat,47,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHiAAAA]
227,Carrion Sneakthief Sandals of the Traveler,63,https://render.guildwars2.com/file/B7D77D6B1735D07F4AB93DE2DED06A1FEBB7F3EE/561550.png,[&AgHjAAAA]
228,Strong Swindler Mask,51,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHkAAAA]
229,Ravaging Magician Coat,52,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHlAAAA]
230,Carrion Reinforced Scale Boots,72,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,[&AgHmAAAA]
231,Strong Swindler Mask,56,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHnAAAA]
232,Ravaging Swindler Mask,42,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHoAAAA]
233,Ravaging Magician Coat,57,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHpAAAA]
234,Honed Magician Coat,43,https://render.guildwars2.com/file/D1BBAB94232E2AD1F1253D573D45C4DCECDF0E02/61018.png,[&AgHqAAAA]
235,Sneakthief Coat of Balthazar,75,https://render.guildwars2.com/file/142DBA7E1144E3A61A02D9C8EC44225F327597F2/561549.png,[&AgHrAAAA]
236,Ravaging Swindler Mask,47,https://render.guildwars2.com/file/F1D496205002073C9656A7E6E7550D0041045F0E/61016.png,[&AgHsAAAA]
